slug	name	catalogue_status	death_year_before	death_year_after	result	checked_at	ndl_query_url	ndl_hit_count	web_queries	evidence_urls	note
matsunaga-yasuhiro	松永 康佑	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%BE%E6%B0%B8%E5%BA%B7%E4%BD%91&g=personalNames&num=100	2	"""松永康佑"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
matsuno-ayaka	松野 綾香	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%BE%E9%87%8E%E7%B6%BE%E9%A6%99&g=personalNames&num=100	0	"""松野綾香"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
matsushima-tomi	松島 トミ	active	2010	2010	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%BE%E5%B3%B6%E3%83%88%E3%83%9F&g=personalNames&num=100	1		https://www.hm.pref.hokkaido.lg.jp/wp-content/uploads/2022/04/bulletin_ACRC_vol7_03_p041_050.pdf	—
matsuura-kohei-et-al	Matsuura Kohei et al	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Matsuura%20Kohei%20et%20al&g=personalNames&num=100	0	"""Matsuura Kohei et al"" (obituary OR died OR ""passed away"")"		—
matsuura-takeshiro	松浦 武四郎	active	1888	1888	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%BE%E6%B5%A6%E6%AD%A6%E5%9B%9B%E9%83%8E&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q11531839	—
matsuyoshi-sadao	松好 貞夫	active	1982	1982	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%BE%E5%A5%BD%E8%B2%9E%E5%A4%AB&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q11529524	—
mayumi-okada	Mayumi Okada	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Mayumi%20Okada&g=personalNames&num=100	6	"""Mayumi Okada"" (obituary OR died OR ""passed away"")"		—
mega-junya	女鹿 潤哉	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A5%B3%E9%B9%BF%E6%BD%A4%E5%93%89&g=personalNames&num=100	0	"""女鹿潤哉"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
micha-ptaszynski	Michał Ptaszyński	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Micha%C5%82%20Ptaszy%C5%84ski&g=personalNames&num=100	1	"""Michał Ptaszyński"" (obituary OR died OR ""passed away"")"		—
michael-roellinghoff	Michael Roellinghoff	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Michael%20Roellinghoff&g=personalNames&num=100	0	"""Michael Roellinghoff"" (obituary OR died OR ""passed away"")"		—
michele-m-mason	Michele M. Mason	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Michele%20M.%20Mason&g=personalNames&num=100	0	"""Michele M. Mason"" (obituary OR died OR ""passed away"")"		—
mike-wright	Mike Wright	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Mike%20Wright&g=personalNames&num=100	0	"""Mike Wright"" (obituary OR died OR ""passed away"")"		—
mikhail-mikhailovich-dobrotvorsky	Mikhail Mikhailovich Dobrotvorsky	active		1874	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Mikhail%20Mikhailovich%20Dobrotvorsky&g=personalNames&num=100	0	"""Mikhail Mikhailovich Dobrotvorsky"" (obituary OR died OR ""passed away"")"	https://sakh-virtualmuseum.ru/dobrotvorskiy-mikhail-mikhaylovich	—
miki-masafumi	三木 理史	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%89%E6%9C%A8%E7%90%86%E5%8F%B2&g=personalNames&num=100	1	"""三木理史"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
mikiso-hane	Mikiso Hane	active		2003	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Mikiso%20Hane&g=personalNames&num=100	1	"""Mikiso Hane"" (obituary OR died OR ""passed away"")"	https://www.tributearchive.com/obituaries/16069452	—
minako-sakata	坂田 美奈子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%9D%82%E7%94%B0%E7%BE%8E%E5%A5%88%E5%AD%90&g=personalNames&num=100	1	"""坂田美奈子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
minami-noriyuki	南 哲行	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%8D%97%E5%93%B2%E8%A1%8C&g=personalNames&num=100	1	"""南哲行"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
mitsuru-ota	太田 満	active		2020	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A4%AA%E7%94%B0%E6%BA%80&g=personalNames&num=100	8	"""太田満"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://eprints.lib.hokudai.ac.jp/repo/huscap/all/87707/Mitsuru%20Oota_Japanese-Ainu%20Dictionary%28Draft%20Ver.%29_.pdf	—
miyabe-kingo	宮部金吾	active	1951	1951	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%AE%AE%E9%83%A8%E9%87%91%E5%90%BE&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q11455300	—
miyagawa-so	宮川 創	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%AE%AE%E5%B7%9D%E5%89%B5&g=personalNames&num=100	3	"""宮川創"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
miyama-osamu	美山 治	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%BE%8E%E5%B1%B1%E6%B2%BB&g=personalNames&num=100	0	"""美山治"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
miyaoka-osahito	宮岡 伯人	active		2023	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%AE%AE%E5%B2%A1%E4%BC%AF%E4%BA%BA&g=personalNames&num=100	1	"""宮岡伯人"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://eprints.lib.hokudai.ac.jp/repo/huscap/all/99326/01_Hori.pdf	—
miyata-hisako	宮田 久子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%AE%AE%E7%94%B0%E4%B9%85%E5%AD%90&g=personalNames&num=100	0	"""宮田久子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
miyazaki-kota	宮崎 耕太	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%AE%AE%E5%B4%8E%E8%80%95%E5%A4%AA&g=personalNames&num=100	0	"""宮崎耕太"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
miyoshi-isao	三好 勲	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%89%E5%A5%BD%E5%8B%B2&g=personalNames&num=100	0	"""三好勲"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
mizushima-miki	水島未記	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%B0%B4%E5%B3%B6%E6%9C%AA%E8%A8%98&g=personalNames&num=100	0	"""水島未記"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
mogami-tokunai	最上 徳内	active	1836	1836	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9C%80%E4%B8%8A%E5%BE%B3%E5%86%85&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q4141812	—
mokottunas-kitahara	北原 モコットゥナㇱ	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%8C%97%E5%8E%9F%E3%83%A2%E3%82%B3%E3%83%83%E3%83%88%E3%82%A5%E3%83%8A%E3%87%B1&g=personalNames&num=100	2	"""北原モコットゥナㇱ"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
momose-hibiki	百瀬 響	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%99%BE%E7%80%AC%E9%9F%BF&g=personalNames&num=100	1	"""百瀬響"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
momouchi-yoshio	桃内 佳雄	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%A1%83%E5%86%85%E4%BD%B3%E9%9B%84&g=personalNames&num=100	0	"""桃内佳雄"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
mori-masao	護 雅夫	active	1996	1996	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%AD%B7%E9%9B%85%E5%A4%AB&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q11632538	—
moriyo-shimabukuro	Moriyo Shimabukuro	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Moriyo%20Shimabukuro&g=personalNames&num=100	1	"""Moriyo Shimabukuro"" (obituary OR died OR ""passed away"")"		—
moses-osamu-baba	Moses Osamu Baba	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Moses%20Osamu%20Baba&g=personalNames&num=100	0	"""Moses Osamu Baba"" (obituary OR died OR ""passed away"")"		—
murakami-keiji	村上 啓司	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%91%E4%B8%8A%E5%95%93%E5%8F%B8&g=personalNames&num=100	0	"""村上啓司"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
muraki-miyuki	村木 美幸	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%91%E6%9C%A8%E7%BE%8E%E5%B9%B8&g=personalNames&num=100	0	"""村木美幸"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
murasaki	Murasaki	active	1014		identity_corrected	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Murasaki&g=personalNames&num=100	104	"""Murasaki"" (obituary OR died OR ""passed away"")"	https://db.aynu.org/sources/2025-murasaki	アイヌ語文法資料の著者を紫式部とする識別子・生没年を解除。名だけでは著者の同定に至らない。
murasaki-kyoko	村崎 恭子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%91%E5%B4%8E%E6%81%AD%E5%AD%90&g=personalNames&num=100	1	"""村崎恭子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
nabesawa-motozo	鍋沢 元蔵	active		1967	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%8D%8B%E6%B2%A2%E5%85%83%E8%94%B5&g=personalNames&num=100	1	"""鍋沢元蔵"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://id.ndl.go.jp/auth/ndlna/00049485	—
nabesawa-nepuki	鍋澤 ねぷき	active		1974	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%8D%8B%E6%BE%A4%E3%81%AD%E3%81%B7%E3%81%8D&g=personalNames&num=100	0	"""鍋澤ねぷき"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://nibutani-ainu-museum.com/pdf/ainu_gaiyou.pdf	—
nagahama-seizo	長濱 清蔵	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%95%B7%E6%BF%B1%E6%B8%85%E8%94%B5&g=personalNames&num=100	0	"""長濱清蔵"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
nagao-yuka	長尾 優花	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%95%B7%E5%B0%BE%E5%84%AA%E8%8A%B1&g=personalNames&num=100	0	"""長尾優花"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
nagata-hosei	永田 方正	active	1911	1911	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%B0%B8%E7%94%B0%E6%96%B9%E6%AD%A3&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q11550250	—
nagata-yoshishige	永田 良茂	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%B0%B8%E7%94%B0%E8%89%AF%E8%8C%82&g=personalNames&num=100	1	"""永田良茂"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
nakagawa-hiroshi	中川 裕	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%AD%E5%B7%9D%E8%A3%95&g=personalNames&num=100	22	"""中川裕"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
nakai-takanori	中井 貴規	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%AD%E4%BA%95%E8%B2%B4%E8%A6%8F&g=personalNames&num=100	1	"""中井貴規"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
nakajima-riichiro	中島 利一郎	active	1959	1959	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%AD%E5%B3%B6%E5%88%A9%E4%B8%80%E9%83%8E&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q18014894	—
nakamoto-mutsuko	中本 ムツ子	active	2011	2011	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%AD%E6%9C%AC%E3%83%A0%E3%83%84%E5%AD%90&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q99767507	—
nakamura-kazuyuki	中村 和之	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%AD%E6%9D%91%E5%92%8C%E4%B9%8B&g=personalNames&num=100	2	"""中村和之"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
nakano-tomoe	中野 巴	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%AD%E9%87%8E%E5%B7%B4&g=personalNames&num=100	0	"""中野巴"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
nakano-yoshinobu	中野 良宣	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%AD%E9%87%8E%E8%89%AF%E5%AE%A3&g=personalNames&num=100	0	"""中野良宣"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
nam-deokhyun	Nam Deokhyun	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Nam%20Deokhyun&g=personalNames&num=100	0	"""Nam Deokhyun"" (obituary OR died OR ""passed away"")"		—
nana-sato-rossberg	佐藤 ロスベアグ ナナ	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BD%90%E8%97%A4%E3%83%AD%E3%82%B9%E3%83%99%E3%82%A2%E3%82%B0%E3%83%8A%E3%83%8A&g=personalNames&num=100	1	"""佐藤ロスベアグナナ"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
naohiro-nakamura	Naohiro Nakamura	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Naohiro%20Nakamura&g=personalNames&num=100	1	"""Naohiro Nakamura"" (obituary OR died OR ""passed away"")"		—
narita-hidetoshi	成田 英敏	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%88%90%E7%94%B0%E8%8B%B1%E6%95%8F&g=personalNames&num=100	1	"""成田英敏"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
narita-shuichi	成田 修一	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%88%90%E7%94%B0%E4%BF%AE%E4%B8%80&g=personalNames&num=100	1	"""成田修一"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
narumi-hideshi	鳴海 日出志	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%B3%B4%E6%B5%B7%E6%97%A5%E5%87%BA%E5%BF%97&g=personalNames&num=100	2	"""鳴海日出志"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
natori-takemitsu	名取 武光	active	1987	1987	existing_death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%90%8D%E5%8F%96%E6%AD%A6%E5%85%89&g=personalNames&num=100	1		https://haa.main.jp/cms/content/files/l-back/dayori109.pdf	NDLの1988年に対し、北海道考古学会だより109号の昭和62年度年表は1987年10月3日逝去。既存1987年を維持。
nihashi-junichi	二橋 潤一	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BA%8C%E6%A9%8B%E6%BD%A4%E4%B8%80&g=personalNames&num=100	1	"""二橋潤一"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
niioka-takehiko	新岡 武彦	active		1990	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%96%B0%E5%B2%A1%E6%AD%A6%E5%BD%A6&g=personalNames&num=100	1	"""新岡武彦"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://haa.main.jp/cms/content/files/l-back/dayori109.pdf	—
nikitina-tatiana	Nikitina Tatiana	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Nikitina%20Tatiana&g=personalNames&num=100	0	"""Nikitina Tatiana"" (obituary OR died OR ""passed away"")"		—
ninjal	NINJAL	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=NINJAL&g=personalNames&num=100	0	"""NINJAL"" (obituary OR died OR ""passed away"")"		—
nishikiya-tadashi	錦谷 禎	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%8C%A6%E8%B0%B7%E7%A6%8E&g=personalNames&num=100	0	"""錦谷禎"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
nishiyama-shimako	西山 史真子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%A5%BF%E5%B1%B1%E5%8F%B2%E7%9C%9F%E5%AD%90&g=personalNames&num=100	1	"""西山史真子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
nobue-chiba	Nobue Chiba	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Nobue%20Chiba&g=personalNames&num=100	0	"""Nobue Chiba"" (obituary OR died OR ""passed away"")"		—
noemi-godefroy	Noémi Godefroy	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=No%C3%A9mi%20Godefroy&g=personalNames&num=100	0	"""Noémi Godefroy"" (obituary OR died OR ""passed away"")"		—
nojiri-hoei	野尻 抱影	active	1977	1977	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%87%8E%E5%B0%BB%E6%8A%B1%E5%BD%B1&g=personalNames&num=100	2		https://www.wikidata.org/wiki/Q2027873	—
nomoto-hisae	野本 久栄	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%87%8E%E6%9C%AC%E4%B9%85%E6%A0%84&g=personalNames&num=100	0	"""野本久栄"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
norbert-r-adami	Norbert R. Adami	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Norbert%20R.%20Adami&g=personalNames&num=100	1	"""Norbert R. Adami"" (obituary OR died OR ""passed away"")"		—
noriaki-ohgita	Noriaki Ohgita	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Noriaki%20Ohgita&g=personalNames&num=100	0	"""Noriaki Ohgita"" (obituary OR died OR ""passed away"")"		—
notoya-enkichi	能登屋 円吉	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%83%BD%E7%99%BB%E5%B1%8B%E5%86%86%E5%90%89&g=personalNames&num=100	1	"""能登屋円吉"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
nowakowski-karol	Nowakowski Karol	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Nowakowski%20Karol&g=personalNames&num=100	0	"""Nowakowski Karol"" (obituary OR died OR ""passed away"")"		—
nurmi-jussi-henri-sebastian	Nurmi Jussi Henri Sebastian	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Nurmi%20Jussi%20Henri%20Sebastian&g=personalNames&num=100	0	"""Nurmi Jussi Henri Sebastian"" (obituary OR died OR ""passed away"")"		—
oba-yoshio	大場 四千男	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A4%A7%E5%A0%B4%E5%9B%9B%E5%8D%83%E7%94%B7&g=personalNames&num=100	1	"""大場四千男"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
obayashi-taryo	大林 太良	active	2001	2001	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A4%A7%E6%9E%97%E5%A4%AA%E8%89%AF&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q3347920	—
ochiai-izumi	落合いずみ	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%90%BD%E5%90%88%E3%81%84%E3%81%9A%E3%81%BF&g=personalNames&num=100	2	"""落合いずみ"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
oda-ito	小田 イト	active	2000	2000	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B0%8F%E7%94%B0%E3%82%A4%E3%83%88&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q133208543	—
ogaki-naoaki	大垣 直明	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A4%A7%E5%9E%A3%E7%9B%B4%E6%98%8E&g=personalNames&num=100	1	"""大垣直明"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
ogasawara-sayo	小笠原 小夜	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B0%8F%E7%AC%A0%E5%8E%9F%E5%B0%8F%E5%A4%9C&g=personalNames&num=100	3	"""小笠原小夜"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
ogata-tamotsu	小片 保	active		1980	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B0%8F%E7%89%87%E4%BF%9D&g=personalNames&num=100	1	"""小片保"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://id.ndl.go.jp/auth/ndlna/00113013	—
ogawa-masato	小川 正人	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B0%8F%E5%B7%9D%E6%AD%A3%E4%BA%BA&g=personalNames&num=100	7	"""小川正人"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
ogawa-masayo	小川 昌代	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B0%8F%E5%B7%9D%E6%98%8C%E4%BB%A3&g=personalNames&num=100	1	"""小川昌代"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
ogawa-sanae	小川 早苗	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B0%8F%E5%B7%9D%E6%97%A9%E8%8B%97&g=personalNames&num=100	1	"""小川早苗"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
ogawa-shigeno	小川 シゲノ	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B0%8F%E5%B7%9D%E3%82%B7%E3%82%B2%E3%83%8E&g=personalNames&num=100	0	"""小川シゲノ"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
ogihara-shinko	荻原 真子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%8D%BB%E5%8E%9F%E7%9C%9F%E5%AD%90&g=personalNames&num=100	1	"""荻原真子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
ogiya-masayasu	扇谷 昌康	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%89%87%E8%B0%B7%E6%98%8C%E5%BA%B7&g=personalNames&num=100	1	"""扇谷昌康"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
ohguri-hiroshi	大栗 裕	active	1982	1982	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A4%A7%E6%A0%97%E8%A3%95&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q322894	—
oide-ayako	大出 あや子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A4%A7%E5%87%BA%E3%81%82%E3%82%84%E5%AD%90&g=personalNames&num=100	1	"""大出あや子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
oikawa-akihiko	及川 明彦	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%8F%8A%E5%B7%9D%E6%98%8E%E5%BD%A6&g=personalNames&num=100	0	"""及川明彦"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
okada-hiroaki	岡田 宏明	active	2004	2004	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B2%A1%E7%94%B0%E5%AE%8F%E6%98%8E&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q24008083	—
okada-michiaki	岡田 路明	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B2%A1%E7%94%B0%E8%B7%AF%E6%98%8E&g=personalNames&num=100	1	"""岡田路明"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
